LineId,Time,Level,Content,EventId,EventTemplate,variables
977,Sun Dec 04 20:28:00 2005,notice,jk2_init() Found child 1963 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '1963']"
978,Sun Dec 04 20:28:26 2005,notice,jk2_init() Found child 1964 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '1964']"
979,Sun Dec 04 20:28:39 2005,notice,jk2_init() Found child 1966 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '1966']"
980,Sun Dec 04 20:28:39 2005,notice,jk2_init() Found child 1967 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '1967']"
981,Sun Dec 04 20:28:39 2005,notice,jk2_init() Found child 1965 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '1965']"
982,Sun Dec 04 20:29:34 2005,notice,jk2_init() Found child 1970 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '1970']"
983,Sun Dec 04 20:30:59 2005,notice,jk2_init() Found child 1984 in scoreboard slot 10,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '10', '1984']"
984,Sun Dec 04 20:31:35 2005,notice,jk2_init() Found child 1990 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '1990']"
985,Sun Dec 04 20:32:37 2005,notice,jk2_init() Found child 1999 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '1999']"
986,Sun Dec 04 20:32:37 2005,notice,jk2_init() Found child 2000 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '2000']"
987,Sun Dec 04 20:32:37 2005,notice,jk2_init() Found child 1998 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '1998']"
988,Sun Dec 04 20:32:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
989,Sun Dec 04 20:32:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
990,Sun Dec 04 20:32:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
991,Sun Dec 04 20:32:55 2005,error,mod_jk child workerEnv in error state 10,E1,mod_jk child workerEnv in error state <*>,"[[], '10']"
992,Sun Dec 04 20:32:55 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
993,Sun Dec 04 20:32:55 2005,error,mod_jk child workerEnv in error state 10,E1,mod_jk child workerEnv in error state <*>,"[[], '10']"
994,Sun Dec 04 20:33:35 2005,notice,jk2_init() Found child 2002 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '2002']"
995,Sun Dec 04 20:33:35 2005,notice,jk2_init() Found child 2001 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '2001']"
996,Sun Dec 04 20:33:47 2005,notice,jk2_init() Found child 2005 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '2005']"
997,Sun Dec 04 20:33:47 2005,notice,jk2_init() Found child 2004 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '2004']"
998,Sun Dec 04 20:34:13 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
999,Sun Dec 04 20:34:14 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1000,Sun Dec 04 20:34:20 2005,notice,jk2_init() Found child 2007 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '2007']"
1001,Sun Dec 04 20:34:20 2005,notice,jk2_init() Found child 2006 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '2006']"
1002,Sun Dec 04 20:34:21 2005,notice,jk2_init() Found child 2008 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '2008']"
1003,Sun Dec 04 20:34:25 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1004,Sun Dec 04 20:34:25 2005,error,mod_jk child workerEnv in error state 7,E1,mod_jk child workerEnv in error state <*>,"[[], '7']"
1005,Sun Dec 04 20:34:25 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1006,Sun Dec 04 20:34:25 2005,error,mod_jk child workerEnv in error state 9,E1,mod_jk child workerEnv in error state <*>,"[[], '9']"
1007,Sun Dec 04 20:34:25 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1008,Sun Dec 04 20:34:25 2005,error,mod_jk child workerEnv in error state 7,E1,mod_jk child workerEnv in error state <*>,"[[], '7']"
1009,Sun Dec 04 20:37:29 2005,notice,jk2_init() Found child 2028 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '2028']"
1010,Sun Dec 04 20:37:29 2005,notice,jk2_init() Found child 2027 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '2027']"
1011,Sun Dec 04 20:37:29 2005,notice,jk2_init() Found child 2029 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '2029']"
1012,Sun Dec 04 20:37:46 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1013,Sun Dec 04 20:37:46 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1014,Sun Dec 04 20:37:49 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1015,Sun Dec 04 20:37:49 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1016,Sun Dec 04 20:38:10 2005,notice,jk2_init() Found child 2030 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '2030']"
1017,Sun Dec 04 20:38:10 2005,notice,jk2_init() Found child 2031 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '2031']"
1018,Sun Dec 04 20:38:11 2005,notice,jk2_init() Found child 2032 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '2032']"
1019,Sun Dec 04 20:38:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1020,Sun Dec 04 20:38:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1021,Sun Dec 04 20:38:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1022,Sun Dec 04 20:38:14 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1023,Sun Dec 04 20:38:14 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1024,Sun Dec 04 20:38:14 2005,error,mod_jk child workerEnv in error state 7,E1,mod_jk child workerEnv in error state <*>,"[[], '7']"
1025,Sun Dec 04 20:41:12 2005,notice,jk2_init() Found child 2042 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '2042']"
1026,Sun Dec 04 20:41:47 2005,notice,jk2_init() Found child 2045 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '2045']"
1027,Sun Dec 04 20:42:42 2005,notice,jk2_init() Found child 2051 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '2051']"
1028,Sun Dec 04 20:44:29 2005,notice,jk2_init() Found child 2059 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '2059']"
1029,Sun Dec 04 20:44:29 2005,notice,jk2_init() Found child 2060 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '2060']"
1030,Sun Dec 04 20:44:30 2005,notice,jk2_init() Found child 2061 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '2061']"
1031,Sun Dec 04 20:47:16 2005,notice,jk2_init() Found child 2081 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '2081']"
1032,Sun Dec 04 20:47:16 2005,error,jk2_init() Can't find child 2082 in scoreboard,E2,jk2_init() Can't find child <*> in scoreboard,"[[], '2082']"
1033,Sun Dec 04 20:47:16 2005,notice,jk2_init() Found child 2083 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '2083']"
1034,Sun Dec 04 20:47:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1035,Sun Dec 04 20:47:16 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1036,Sun Dec 04 20:47:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1037,Sun Dec 04 20:47:16 2005,error,mod_jk child init 1 -2,E5,mod_jk child init <*> <*>,[[]]
1038,Sun Dec 04 20:47:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1039,Sun Dec 04 20:47:16 2005,error,mod_jk child workerEnv in error state 9,E1,mod_jk child workerEnv in error state <*>,"[[], '9']"
1040,Sun Dec 04 20:47:17 2005,error,jk2_init() Can't find child 2085 in scoreboard,E2,jk2_init() Can't find child <*> in scoreboard,"[[], '2085']"
1041,Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1042,Sun Dec 04 20:47:17 2005,error,mod_jk child init 1 -2,E5,mod_jk child init <*> <*>,[[]]
1043,Sun Dec 04 20:47:17 2005,error,jk2_init() Can't find child 2086 in scoreboard,E2,jk2_init() Can't find child <*> in scoreboard,"[[], '2086']"
1044,Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1045,Sun Dec 04 20:47:17 2005,error,mod_jk child init 1 -2,E5,mod_jk child init <*> <*>,[[]]
1046,Sun Dec 04 20:47:17 2005,error,jk2_init() Can't find child 2087 in scoreboard,E2,jk2_init() Can't find child <*> in scoreboard,"[[], '2087']"
1047,Sun Dec 04 20:47:17 2005,notice,jk2_init() Found child 2084 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '2084']"
1048,Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1049,Sun Dec 04 20:47:17 2005,error,mod_jk child workerEnv in error state 7,E1,mod_jk child workerEnv in error state <*>,"[[], '7']"
1050,Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1051,Sun Dec 04 20:47:17 2005,error,mod_jk child init 1 -2,E5,mod_jk child init <*> <*>,[[]]
1052,Mon Dec 05 01:04:31 2005,error,[client 218.62.18.218] Directory index forbidden by rule: /var/www/html/,E4,[client <*> Directory index forbidden by rule: /var/www/html/,[['218.62.18.218']]
1053,Mon Dec 05 01:30:32 2005,error,[client 211.62.201.48] Directory index forbidden by rule: /var/www/html/,E4,[client <*> Directory index forbidden by rule: /var/www/html/,[['211.62.201.48']]
1054,Mon Dec 05 03:21:00 2005,notice,jk2_init() Found child 2760 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '2760']"
1055,Mon Dec 05 03:21:02 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1056,Mon Dec 05 03:21:02 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1057,Mon Dec 05 03:23:21 2005,notice,jk2_init() Found child 2763 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '2763']"
1058,Mon Dec 05 03:23:24 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1059,Mon Dec 05 03:23:24 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1060,Mon Dec 05 03:23:24 2005,error,[client 218.207.61.7] Directory index forbidden by rule: /var/www/html/,E4,[client <*> Directory index forbidden by rule: /var/www/html/,[['218.207.61.7']]
1061,Mon Dec 05 03:25:44 2005,notice,jk2_init() Found child 2773 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '2773']"
1062,Mon Dec 05 03:25:46 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1063,Mon Dec 05 03:25:46 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1064,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2813 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '2813']"
1065,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2815 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '2815']"
1066,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2812 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '2812']"
1067,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2811 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '2811']"
1068,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1069,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1070,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1071,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1072,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1073,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1074,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1075,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1076,Mon Dec 05 03:40:46 2005,notice,jk2_init() Found child 2823 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '2823']"
1077,Mon Dec 05 03:40:55 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1078,Mon Dec 05 03:40:55 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1079,Mon Dec 05 03:44:50 2005,notice,jk2_init() Found child 2824 in scoreboard slot 10,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '10', '2824']"
1080,Mon Dec 05 03:44:50 2005,error,[client 168.20.198.21] Directory index forbidden by rule: /var/www/html/,E4,[client <*> Directory index forbidden by rule: /var/www/html/,[['168.20.198.21']]
1081,Mon Dec 05 03:44:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1082,Mon Dec 05 03:44:50 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1083,Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2838 in scoreboard slot 10,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '10', '2838']"
1084,Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2836 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '2836']"
1085,Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2837 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '2837']"
1086,Mon Dec 05 03:46:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1087,Mon Dec 05 03:47:02 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1088,Mon Dec 05 03:47:19 2005,notice,jk2_init() Found child 2840 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '2840']"
1089,Mon Dec 05 03:47:19 2005,notice,jk2_init() Found child 2841 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '2841']"
1090,Mon Dec 05 03:47:19 2005,notice,jk2_init() Found child 2842 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '2842']"
1091,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2846 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '2846']"
1092,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2843 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '2843']"
1093,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2844 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '2844']"
1094,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2845 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '2845']"
1095,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1096,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 8,E1,mod_jk child workerEnv in error state <*>,"[[], '8']"
1097,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1098,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 8,E1,mod_jk child workerEnv in error state <*>,"[[], '8']"
1099,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1100,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 7,E1,mod_jk child workerEnv in error state <*>,"[[], '7']"
1101,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1102,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1103,Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2857 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '2857']"
1104,Mon Dec 05 03:50:50 2005,notice,jk2_init() Found child 2854 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '2854']"
1105,Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2855 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '2855']"
1106,Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2856 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '2856']"
1107,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1108,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1109,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1110,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1111,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1112,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1113,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1114,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1115,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2866 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '2866']"
1116,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2867 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '2867']"
1117,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2865 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '2865']"
1118,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2864 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '2864']"
1119,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1120,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1121,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1122,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1123,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1124,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1125,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1126,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1127,Mon Dec 05 04:00:55 2005,notice,jk2_init() Found child 2877 in scoreboard slot 10,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '10', '2877']"
1128,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2883 in scoreboard slot 9,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '9', '2883']"
1129,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2878 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '2878']"
1130,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2880 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '2880']"
1131,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2879 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '2879']"
1132,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1133,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1134,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1135,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1136,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1137,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1138,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1139,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,E1,mod_jk child workerEnv in error state <*>,"[[], '6']"
1140,Mon Dec 05 04:06:19 2005,notice,jk2_init() Found child 3667 in scoreboard slot 7,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '7', '3667']"
1141,Mon Dec 05 04:06:19 2005,notice,jk2_init() Found child 3669 in scoreboard slot 6,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '6', '3669']"
1142,Mon Dec 05 04:06:27 2005,notice,jk2_init() Found child 3670 in scoreboard slot 8,E3,jk2_init() Found child <*> in scoreboard slot <*>,"[[], '8', '3670']"
1143,Mon Dec 05 04:06:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
1144,Mon Dec 05 04:06:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E0,workerEnv.init() ok /etc/httpd/conf/workers2.properties,[[]]
