LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,EventId,EventTemplate,variables
972,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:11.953,25746,INFO,nova.osapi_compute.wsgi.server,req-1480c231-74f8-46d8-9467-9bc9f1645c87 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2783649",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1916', '0', '2783649'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
973,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:11.968,25790,INFO,nova.metadata.wsgi.server,req-9dfe357d-81fd-45bb-b2b1-3a0ead0a0770 - - - - -,"10.11.21.132,10.11.10.1 ""GET /latest/meta-data/ami-id HTTP/1.1"" status: 200 len: 129 time: 0.2386379",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.21.132,10.11.10.1', '1', '1', '200', '129', '0', '2386379'], '/latest/meta-data/ami-id']"
974,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:12.634,2931,INFO,nova.virt.libvirt.driver,req-74b000e1-54e1-4761-ba25-545a517f42f9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Deleting instance files /var/lib/nova/instances/63a0d960-70b6-44c6-b606-491478a5cadf_del,E9,[instance: <*> Deleting instance files <*>,"[['63', '0', '960', '70', '6', '44', '6', '606', '491478', '5', '63', '0', '960', '70', '6', '44', '6', '606', '491478', '5'], '<*>a<*>d<*>-<*>b<*>-<*>c<*>-b<*>-<*>a<*>cadf]', '/var/lib/nova/instances/<*>a<*>d<*>-<*>b<*>-<*>c<*>-b<*>-<*>a<*>cadf_del']"
975,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:12.637,2931,INFO,nova.virt.libvirt.driver,req-74b000e1-54e1-4761-ba25-545a517f42f9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Deletion of /var/lib/nova/instances/63a0d960-70b6-44c6-b606-491478a5cadf_del complete,E10,[instance: <*> Deletion of <*> complete,"[['63', '0', '960', '70', '6', '44', '6', '606', '491478', '5', '63', '0', '960', '70', '6', '44', '6', '606', '491478', '5'], '<*>a<*>d<*>-<*>b<*>-<*>c<*>-b<*>-<*>a<*>cadf]', '/var/lib/nova/instances/<*>a<*>d<*>-<*>b<*>-<*>c<*>-b<*>-<*>a<*>cadf_del']"
976,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:12.751,2931,INFO,nova.compute.manager,req-74b000e1-54e1-4761-ba25-545a517f42f9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Took 1.04 seconds to destroy the instance on the hypervisor.,E15,[instance: <*> Took <*> seconds to destroy the instance on the hypervisor.,"[['63', '0', '960', '70', '6', '44', '6', '606', '491478', '5', '1', '04'], '<*>a<*>d<*>-<*>b<*>-<*>c<*>-b<*>-<*>a<*>cadf]']"
977,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:13.157,25746,INFO,nova.osapi_compute.wsgi.server,req-4535b71b-250e-41e3-9fef-ea48e83e93d3 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.1995878",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1874', '0', '1995878'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
978,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:13.214,2931,INFO,nova.compute.manager,req-74b000e1-54e1-4761-ba25-545a517f42f9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Took 0.46 seconds to deallocate network for instance.,E3,[instance: <*> Took <*> seconds to deallocate network for instance.,"[['63', '0', '960', '70', '6', '44', '6', '606', '491478', '5', '0', '46'], '<*>a<*>d<*>-<*>b<*>-<*>c<*>-b<*>-<*>a<*>cadf]']"
979,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:14.263,25746,INFO,nova.osapi_compute.wsgi.server,req-d4f13b7d-5438-4b7b-a8be-68d64e065378 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.1000040",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '211', '0', '1000040'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
980,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:15.235,25746,INFO,nova.api.openstack.wsgi,req-2828889b-97b9-4cc6-9cf7-44c8f4e856b9 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,HTTP exception thrown: No instances found for any event,E32,HTTP exception thrown: No instances found for any event,[[]]
981,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:15.237,25746,INFO,nova.osapi_compute.wsgi.server,req-2828889b-97b9-4cc6-9cf7-44c8f4e856b9 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.0839748",E1,"<*> ""POST <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '9746973', '574', '6', '8', '9', '8857', '56', '7608', '1', '1', '404', '296', '0', '0839748'], '/v<*>/e<*>ac<*>c<*>b<*>a<*>e<*>f<*>a<*>/os-server-external-events']"
982,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:15.581,2931,WARNING,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E24,Unknown base file: <*>,"[['489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742']]"
983,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:15.582,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E25,Removable base files: <*>,"[['489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742']]"
984,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:15.584,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E11,Removing base or swap file: <*>,"[['489', '868', '0', '37', '93', '76227', '91', '03908', '0', '742']]"
985,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:17.165,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Auditing locally available compute resources for node cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,E29,Auditing locally available compute resources for node <*>,"[['1', '1', '0']]"
986,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:17.507,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"Total usable vcpus: 16, total allocated vcpus: 0",E30,Total usable vcpus: <*> total allocated vcpus: <*>,"[['16', '0']]"
987,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:17.508,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=512MB phys_disk=15GB used_disk=0GB total_vcpus=16 used_vcpus=0 pci_stats=[],E31,Final resource view: <*> <*> <*> <*> <*> <*> <*> pci_stats=[],"[['1', '1', '0', '64172', '512', '15', '0', '16', '0']]"
988,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:17.567,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Compute_service record updated for cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us:cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,E20,Compute_service record updated for <*>,"[['1', '1', '0', '1', '1', '0']]"
989,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:24.789,25746,INFO,nova.osapi_compute.wsgi.server,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.5130808",E1,"<*> ""POST <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '202', '733', '0', '5130808'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers']"
990,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:24.994,25746,INFO,nova.osapi_compute.wsgi.server,req-79b9f95a-26b4-4b98-9f57-1896c54a0a33 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.2017291",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1583', '0', '2017291'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
991,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:25.186,25746,INFO,nova.osapi_compute.wsgi.server,req-11fa0afd-fbbf-4d33-b4a3-eadb918ccd07 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1875880",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1583', '0', '1875880'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
992,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:25.202,2931,INFO,nova.compute.claims,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",E40,"[instance: <*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU","[['54', '44', '2', '1', '4', '2', '6', '074', '35', '8', '12', '2048', '20', '1'], 'd<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c]']"
993,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:25.203,2931,INFO,nova.compute.claims,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] Total memory: 64172 MB, used: 512.00 MB",E33,"[instance: <*> Total memory: <*> MB, used: <*> MB","[['54', '44', '2', '1', '4', '2', '6', '074', '35', '8', '12', '64172', '512', '00'], 'd<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c]']"
994,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:25.204,2931,INFO,nova.compute.claims,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] memory limit: 96258.00 MB, free: 95746.00 MB",E36,"[instance: <*> memory limit: <*> MB, free: <*> MB","[['54', '44', '2', '1', '4', '2', '6', '074', '35', '8', '12', '96258', '00', '95746', '00'], 'd<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c]']"
995,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:25.205,2931,INFO,nova.compute.claims,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] Total disk: 15 GB, used: 0.00 GB",E34,"[instance: <*> Total disk: <*> GB, used: <*> GB","[['54', '44', '2', '1', '4', '2', '6', '074', '35', '8', '12', '15', '0', '00'], 'd<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c]']"
996,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:25.206,2931,INFO,nova.compute.claims,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] disk limit not specified, defaulting to unlimited",E37,"[instance: <*> disk limit not specified, defaulting to unlimited","[['54', '44', '2', '1', '4', '2', '6', '074', '35', '8', '12'], 'd<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c]']"
997,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:25.207,2931,INFO,nova.compute.claims,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] Total vcpu: 16 VCPU, used: 0.00 VCPU",E35,"[instance: <*> Total vcpu: <*> VCPU, used: <*> VCPU","[['54', '44', '2', '1', '4', '2', '6', '074', '35', '8', '12', '16', '0', '00'], 'd<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c]']"
998,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:25.208,2931,INFO,nova.compute.claims,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] vcpu limit not specified, defaulting to unlimited",E38,"[instance: <*> vcpu limit not specified, defaulting to unlimited","[['54', '44', '2', '1', '4', '2', '6', '074', '35', '8', '12'], 'd<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c]']"
999,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:25.239,2931,INFO,nova.compute.claims,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] Claim successful,E26,[instance: <*> Claim successful,"[['54', '44', '2', '1', '4', '2', '6', '074', '35', '8', '12'], 'd<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c]']"
1000,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:25.394,25746,INFO,nova.osapi_compute.wsgi.server,req-3bc17f6d-1354-46d7-9366-675d3c38eba9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c HTTP/1.1"" status: 200 len: 1572 time: 0.2030520",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '54', '44', '2', '1', '4', '2', '6', '074', '35', '8', '12', '1', '1', '200', '1572', '0', '2030520'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/d<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c']"
1001,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:25.935,2931,INFO,nova.virt.libvirt.driver,req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] Creating image,E27,[instance: <*> Creating image,"[['54', '44', '2', '1', '4', '2', '6', '074', '35', '8', '12'], 'd<*>b<*>eb-<*>d<*>a-<*>aa<*>-ba<*>b-<*>d<*>f<*>f<*>c]']"
1002,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:26.669,25746,INFO,nova.osapi_compute.wsgi.server,req-43e0f44d-b7b7-4458-849c-184dfc5d16e9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2717040",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1759', '0', '2717040'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
1003,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:26.956,25746,INFO,nova.osapi_compute.wsgi.server,req-59b0af54-2013-4474-a1c6-9d78e6f052a2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2835078",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1759', '0', '2835078'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
1004,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:07:27.105,2931,INFO,nova.compute.manager,-,[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] VM Stopped (Lifecycle Event),E7,[instance: <*> VM Stopped (Lifecycle Event),"[['63', '0', '960', '70', '6', '44', '6', '606', '491478', '5'], '<*>a<*>d<*>-<*>b<*>-<*>c<*>-b<*>-<*>a<*>cadf]']"
1005,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:28.214,25746,INFO,nova.osapi_compute.wsgi.server,req-450cfe03-d536-4ad6-8d45-109150d3fe46 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2515070",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2515070'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
1006,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:28.493,25746,INFO,nova.osapi_compute.wsgi.server,req-bd42eb24-d22e-4fef-b92e-3a70d8d83d15 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2747049",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2747049'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
1007,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:29.768,25746,INFO,nova.osapi_compute.wsgi.server,req-9c9d1d32-84c4-469c-8092-ba8d95d524b7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2688880",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2688880'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
1008,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:30.040,25746,INFO,nova.osapi_compute.wsgi.server,req-b9718cd8-f65e-49cc-8349-6cf7122af137 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2675118",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2675118'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
1009,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:31.313,25746,INFO,nova.osapi_compute.wsgi.server,req-387f80a3-539e-4716-8595-9913cb1d4116 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2672651",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2672651'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
1010,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:31.557,25746,INFO,nova.osapi_compute.wsgi.server,req-dc75766e-f0ca-4e46-aa86-93fa2924a379 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2399080",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2399080'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
1011,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:32.929,25746,INFO,nova.osapi_compute.wsgi.server,req-ab030d68-61de-4726-9836-33469b7135dd 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.3666670",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '3666670'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
1012,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:33.184,25746,INFO,nova.osapi_compute.wsgi.server,req-2e32a4b6-281d-4b23-8783-e23e909271ae 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2499630",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2499630'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
1013,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:34.457,25746,INFO,nova.osapi_compute.wsgi.server,req-78acc268-1d58-4b31-967a-c31e22012a78 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2668920",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2668920'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
1014,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:07:34.727,25746,INFO,nova.osapi_compute.wsgi.server,req-e78ed642-d348-4419-931e-8d1380eeb864 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2662079",E0,"<*> ""GET <*> <*> status: <*> len: <*> time: <*>","[['10.11.10.1', '2', '54', '412', '4', '40', '9335', '4', '35', '9', '1', '1', '200', '1893', '0', '2662079'], '/v<*>/<*>fadb<*>c<*>e<*>cdbaed<*>e<*>c<*>a<*>e/servers/detail']"
