LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,variables
949,03-17,16:15:06.211,1702,27353,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x0', '0x1', '38', '1', '0', '0']]"
950,03-17,16:15:06.211,1702,27353,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E135,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",[[]]
951,03-17,16:15:06.213,2626,2809,W,PhoneInterfaceManager,shouldBlockLocation running ...,E15,shouldBlockLocation running ...,[[]]
952,03-17,16:15:06.214,2626,2809,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E16,shouldBlockLocation ret: false,[[]]
953,03-17,16:15:06.216,1702,10454,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
954,03-17,16:15:06.217,1702,10454,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E136,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",[[]]
955,03-17,16:15:06.224,1702,3693,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x0', '0x1', '38', '1', '0', '0']]"
956,03-17,16:15:06.224,1702,3693,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E135,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",[[]]
957,03-17,16:15:06.225,1702,2644,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
958,03-17,16:15:06.225,1702,2644,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E136,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",[[]]
959,03-17,16:15:06.235,1702,2633,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x0', '0x1', '38', '1', '0', '0']]"
960,03-17,16:15:06.235,1702,2633,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E135,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",[[]]
961,03-17,16:15:06.241,2626,2838,W,PhoneInterfaceManager,shouldBlockLocation running ...,E15,shouldBlockLocation running ...,[[]]
962,03-17,16:15:06.241,2626,2838,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E16,shouldBlockLocation ret: false,[[]]
963,03-17,16:15:06.807,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E137,HBM brightnessIn = <*>,[['38']]
964,03-17,16:15:06.807,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E138,HBM brightnessOut = <*>,[['38']]
965,03-17,16:15:06.807,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E107,Animating brightness: target= <*> rate= <*>,"[['38', '200']]"
966,03-17,16:15:07.846,1702,8671,D,PowerManagerService,"acquire lock=120758482, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",E74,"acquire lock= <*> flags= <*> tag= <*> name= <*> ws= null, uid= <*> pid= <*>","[['com.android.phone', '120758482', '0x1', '1001', '2626'], '<*>,', '<*>,', '<*>,', '""RILJ_ACK_WL"",', '<*>,']"
967,03-17,16:15:07.847,1702,8671,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
968,03-17,16:15:07.847,1702,8671,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E136,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",[[]]
969,03-17,16:15:07.853,1702,2395,D,PowerManagerService,"acquire lock=120758482, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",E74,"acquire lock= <*> flags= <*> tag= <*> name= <*> ws= null, uid= <*> pid= <*>","[['com.android.phone', '120758482', '0x1', '1001', '2626'], '<*>,', '<*>,', '<*>,', '""RILJ_ACK_WL"",', '<*>,']"
970,03-17,16:15:07.854,1702,2395,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
971,03-17,16:15:07.856,1702,3137,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
972,03-17,16:15:07.859,1702,17621,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
973,03-17,16:15:07.861,1702,1736,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
974,03-17,16:15:07.862,1702,27353,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
975,03-17,16:15:07.902,1702,2555,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
976,03-17,16:15:07.969,2626,2838,W,PhoneInterfaceManager,shouldBlockLocation running ...,E15,shouldBlockLocation running ...,[[]]
977,03-17,16:15:07.969,2626,2838,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E16,shouldBlockLocation ret: false,[[]]
978,03-17,16:15:08.022,2626,2839,W,PhoneInterfaceManager,shouldBlockLocation running ...,E15,shouldBlockLocation running ...,[[]]
979,03-17,16:15:08.023,2626,2839,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E16,shouldBlockLocation ret: false,[[]]
980,03-17,16:15:08.055,1702,3694,D,PowerManagerService,"release:lock=120758482, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626",E73,"release: lock= <*> flg= <*> tag= <*> name= <*> ws= null, uid= <*> pid= <*>","[['com.android.phone', '120758482', '0x0', '1001', '2626'], '<*>,', '<*>,', '<*>,', '""RILJ_ACK_WL"",', '<*>"",']"
981,03-17,16:15:08.056,1702,3694,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x0', '0x1', '38', '1', '0', '0']]"
982,03-17,16:15:08.056,1702,3694,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E135,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",[[]]
983,03-17,16:15:08.059,3664,3807,D,TelephonyManager,getNeighboringCellInfo calling app is com.amap.android.ams,E43,getNeighboringCellInfo calling app is <*>,[['com.amap.android.ams']]
984,03-17,16:15:08.062,2626,2839,W,PhoneInterfaceManager,shouldBlockLocation running ...,E15,shouldBlockLocation running ...,[[]]
985,03-17,16:15:08.063,2626,2839,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E16,shouldBlockLocation ret: false,[[]]
986,03-17,16:15:08.066,1702,2644,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x1', '0x1', '38', '1', '0', '0']]"
987,03-17,16:15:08.066,1702,2644,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E136,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",[[]]
988,03-17,16:15:08.076,1702,2633,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x0', '0x1', '38', '1', '0', '0']]"
989,03-17,16:15:08.076,1702,2633,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E135,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",[[]]
990,03-17,16:15:08.080,2626,3848,W,PhoneInterfaceManager,shouldBlockLocation running ...,E15,shouldBlockLocation running ...,[[]]
991,03-17,16:15:08.080,2626,3848,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E16,shouldBlockLocation ret: false,[[]]
992,03-17,16:15:08.089,2626,2838,W,PhoneInterfaceManager,shouldBlockLocation running ...,E15,shouldBlockLocation running ...,[[]]
993,03-17,16:15:08.089,2626,2838,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E16,shouldBlockLocation ret: false,[[]]
994,03-17,16:15:11.325,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E137,HBM brightnessIn = <*>,[['38']]
995,03-17,16:15:11.325,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E138,HBM brightnessOut = <*>,[['38']]
996,03-17,16:15:11.325,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E107,Animating brightness: target= <*> rate= <*>,"[['38', '200']]"
997,03-17,16:15:15.843,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E137,HBM brightnessIn = <*>,[['38']]
998,03-17,16:15:15.844,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E138,HBM brightnessOut = <*>,[['38']]
999,03-17,16:15:15.844,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E107,Animating brightness: target= <*> rate= <*>,"[['38', '200']]"
1000,03-17,16:15:18.834,1702,27357,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1001,03-17,16:15:18.856,28601,28601,V,AudioManager,unregisterAudioFocusListener...,E89,unregisterAudioFocusListener...,[[]]
1002,03-17,16:15:18.856,28601,28601,I,AudioManager,abandonAudioFocus,E90,abandonAudioFocus,[[]]
1003,03-17,16:15:18.859,28601,12278,I,MediaPlayer,"[HSM] stayAwake false uid: 10111, pid: 28601",E59,[HSM] stayAwake false uid: <*> pid: <*>,"[['10111', '28601']]"
1004,03-17,16:15:18.866,28601,12278,I,MediaPlayer,Pid:28601 MediaPlayer destructor,E148,Pid: <*> MediaPlayer destructor,[['28601']]
1005,03-17,16:15:19.879,1702,2555,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1006,03-17,16:15:19.882,1702,17621,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1007,03-17,16:15:19.986,1702,3693,I,DisplayManagerService,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=false,E32,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested= false,[[]]
1008,03-17,16:15:19.986,1702,3693,I,DisplayManagerService,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=0,E33,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount= <*>,[['0']]
1009,03-17,16:15:19.992,1702,2644,I,ActivityManager,Process com.tencent.mobileqq:qzone (pid 12236) has died,E126,Process <*> qzone ( pid <*> has died,"[['com.tencent.mobileqq', '12236']]"
1010,03-17,16:15:19.992,1702,2644,D,ActivityManager,cleanUpApplicationRecord -- 12236,E31,cleanUpApplicationRecord -- <*>,[['12236']]
1011,03-17,16:15:19.993,1702,2644,W,ActivityManager,Scheduling restart of crashed service com.tencent.mobileqq/cooperation.qzone.remote.logic.QzoneWebPluginProxyService in 1000ms,E127,Scheduling restart of crashed service <*> in <*>,"[['/cooperation', 'com.tencent.mobileqq', 'qzone.remote.logic.QzoneWebPluginProxyService']]"
1012,03-17,16:15:19.993,1702,2644,I,ActivityManager,"cleanUpApplicationRecordLocked, pid: 12236, restart: false",E51,"cleanUpApplicationRecordLocked, pid: <*> restart: false",[['12236']]
1013,03-17,16:15:19.993,1702,2644,I,ActivityManager,"cleanUpApplicationRecordLocked, reset pid: 12236, euid: 0",E112,"cleanUpApplicationRecordLocked, reset pid: <*> euid: <*>","[['12236', '0']]"
1014,03-17,16:15:20.000,1702,14638,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E64,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1015,03-17,16:15:20.118,23650,23685,V,AudioManager,isMusicActive...,E98,isMusicActive...,[[]]
1016,03-17,16:15:20.357,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E137,HBM brightnessIn = <*>,[['38']]
1017,03-17,16:15:20.357,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E138,HBM brightnessOut = <*>,[['38']]
1018,03-17,16:15:20.357,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E107,Animating brightness: target= <*> rate= <*>,"[['38', '200']]"
1019,03-17,16:15:20.661,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E137,HBM brightnessIn = <*>,[['38']]
1020,03-17,16:15:20.661,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E138,HBM brightnessOut = <*>,[['38']]
1021,03-17,16:15:20.661,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E107,Animating brightness: target= <*> rate= <*>,"[['38', '200']]"
1022,03-17,16:15:20.963,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E137,HBM brightnessIn = <*>,[['38']]
1023,03-17,16:15:20.963,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E138,HBM brightnessOut = <*>,[['38']]
1024,03-17,16:15:20.963,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E107,Animating brightness: target= <*> rate= <*>,"[['38', '200']]"
1025,03-17,16:15:20.995,1702,1765,I,ActivityManager,"new Process app=ProcessRecord{6eaaf00 0:com.tencent.mobileqq:qzone/u0a111}, name: com.tencent.mobileqq:qzone, euid: 0",E10,"new Process app= <*> <*> <*> <*> name: <*> qzone, euid: <*>","[['/u0a111', 'com.tencent.mobileqq', 'com.tencent.mobileqq', '6eaaf00', '0', '0']]"
1026,03-17,16:15:21.065,1702,1765,I,ActivityManager,Start proc 13003:com.tencent.mobileqq:qzone/u0a111 for service com.tencent.mobileqq/cooperation.qzone.remote.logic.QzoneWebPluginProxyService,E128,Start proc <*> <*> <*> for service <*>,"[['/u0a111', '/cooperation', 'com.tencent.mobileqq', 'com.tencent.mobileqq', 'qzone.remote.logic.QzoneWebPluginProxyService', '13003']]"
1027,03-17,16:15:21.126,1702,2250,D,ActivityManager,"ActivityManagerService,attachApplication,callingPid = 13003",E50,"ActivityManagerService, attachApplication, callingPid = <*>",[['13003']]
1028,03-17,16:15:21.207,1702,8289,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1029,03-17,16:15:21.230,1702,2107,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1030,03-17,16:15:21.264,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E137,HBM brightnessIn = <*>,[['38']]
1031,03-17,16:15:21.264,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E138,HBM brightnessOut = <*>,[['38']]
1032,03-17,16:15:21.264,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E107,Animating brightness: target= <*> rate= <*>,"[['38', '200']]"
1033,03-17,16:15:21.323,1702,14638,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1034,03-17,16:15:21.566,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E137,HBM brightnessIn = <*>,[['38']]
1035,03-17,16:15:21.566,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E138,HBM brightnessOut = <*>,[['38']]
1036,03-17,16:15:21.566,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E107,Animating brightness: target= <*> rate= <*>,"[['38', '200']]"
1037,03-17,16:15:21.868,1702,8671,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10113']]
1038,03-17,16:15:22.067,1702,8303,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1039,03-17,16:15:22.073,1702,2395,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1040,03-17,16:15:22.122,1702,10454,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1041,03-17,16:15:22.136,1702,3693,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1042,03-17,16:15:22.149,1702,1736,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1043,03-17,16:15:22.152,1702,27353,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1044,03-17,16:15:22.154,1702,2113,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1045,03-17,16:15:22.176,1702,3693,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1046,03-17,16:15:22.259,1702,8289,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1047,03-17,16:15:22.425,1702,3137,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1048,03-17,16:15:22.517,1702,17630,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1049,03-17,16:15:23.375,1702,3694,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10113']]
1050,03-17,16:15:24.642,1702,27353,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10113']]
1051,03-17,16:15:24.872,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E137,HBM brightnessIn = <*>,[['38']]
1052,03-17,16:15:24.873,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E138,HBM brightnessOut = <*>,[['38']]
1053,03-17,16:15:24.873,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E107,Animating brightness: target= <*> rate= <*>,"[['38', '200']]"
1054,03-17,16:15:25.011,1702,2556,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E64,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1055,03-17,16:15:25.015,1702,17622,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E64,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1056,03-17,16:15:25.020,1702,14640,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E64,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1057,03-17,16:15:25.046,1702,17621,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E63,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,[['10111']]
1058,03-17,16:15:25.163,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261949797, event=2, flags=0x0, uid=1000",E65,userActivityNoUpdateLocked: eventTime= <*> event= <*> flags= <*> uid= <*>,"[['261949797', '2', '0x0', '1000']]"
1059,03-17,16:15:25.164,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x0', '0x1', '38', '1', '0', '0']]"
1060,03-17,16:15:25.167,2227,2227,I,PhoneStatusBar,suspendAutohide,E81,suspendAutohide,[[]]
1061,03-17,16:15:25.170,1702,14638,D,WindowManager,interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down true canceled false,E150,interceptKeyTq keycode= <*> interactive= true keyguardActive= false policyFlags= <*> down true canceled false,"[['4', '2b000002']]"
1062,03-17,16:15:25.170,1702,14638,D,WindowManager,"interceptKeyBeforeQueueing: key 4 , result : 1",E57,"interceptKeyBeforeQueueing: key <*> , result : <*>","[['4', '1']]"
1063,03-17,16:15:25.171,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261949805, event=1, flags=0x0, uid=1000",E65,userActivityNoUpdateLocked: eventTime= <*> event= <*> flags= <*> uid= <*>,"[['261949805', '1', '0x0', '1000']]"
1064,03-17,16:15:25.171,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E6,"ready= true, policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true, boostinprogress= false, waitmodeenable= false, mode= false, manual= <*> auto= <*> adj= <*> <*>","[['3', '1', '0x0', '0x1', '38', '1', '0', '0']]"
