LineId,Time,Component,Pid,Content,EventId,EventTemplate
1119,20171223-22:51:37:608,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341927,E1,setTodayTotalDetailSteps= <*>
1120,20171223-22:51:37:615,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1121,20171223-22:51:37:618,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1122,20171223-22:51:40:331,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1123,20171223-22:51:40:340,Step_LSC,30002312,onExtend:1514040700000 0 0 0,E8,onExtend: <*> <*> <*> <*>
1124,20171223-22:51:40:632,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29341927,E33, getTodayTotalDetailSteps = <*>
1125,20171223-22:51:40:632,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29344951,E1,setTodayTotalDetailSteps= <*>
1126,20171223-22:51:40:641,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1127,20171223-22:51:40:644,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1128,20171223-22:51:48:980,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1129,20171223-22:51:48:993,Step_LSC,30002312,onExtend:1514040708000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1130,20171223-22:51:49:282,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29344951,E33, getTodayTotalDetailSteps = <*>
1131,20171223-22:51:49:283,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29353602,E1,setTodayTotalDetailSteps= <*>
1132,20171223-22:51:49:298,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1133,20171223-22:51:49:315,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1134,20171223-22:52:0:146,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E17,processHandleBroadcastAction action: android.intent.action.TIME_TICK
1135,20171223-22:52:8:790,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,E21,onReceive action: android.intent.action.SCREEN_OFF
1136,20171223-22:52:45:412,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1137,20171223-22:52:45:415,Step_LSC,30002312,onExtend:1514040766000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1138,20171223-22:52:45:485,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,E15,onReceive action: android.intent.action.SCREEN_ON
1139,20171223-22:52:45:486,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,E16,processHandleBroadcastAction action: android.intent.action.SCREEN_ON
1140,20171223-22:52:45:486,Step_StandStepCounter,30002312,flush sensor data,E18,flush sensor data
1141,20171223-22:52:45:487,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29353602,E33, getTodayTotalDetailSteps = <*>
1142,20171223-22:52:45:487,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29409806,E1,setTodayTotalDetailSteps= <*>
1143,20171223-22:52:45:487,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1144,20171223-22:52:45:494,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1145,20171223-22:52:45:497,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1146,20171223-22:52:45:498,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,E41,REPORT <*> <*> <*> <*> <*>
1147,20171223-22:52:45:587,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1148,20171223-22:52:45:588,Step_LSC,30002312,onExtend:1514040766000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1149,20171223-22:52:45:800,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29409806,E33, getTodayTotalDetailSteps = <*>
1150,20171223-22:52:45:802,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29410120,E1,setTodayTotalDetailSteps= <*>
1151,20171223-22:52:45:810,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1152,20171223-22:52:45:813,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1153,20171223-22:52:45:985,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1154,20171223-22:52:45:987,Step_LSC,30002312,onExtend:1514040766000 0 0 0,E8,onExtend: <*> <*> <*> <*>
1155,20171223-22:52:46:286,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29410120,E33, getTodayTotalDetailSteps = <*>
1156,20171223-22:52:46:287,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29410605,E1,setTodayTotalDetailSteps= <*>
1157,20171223-22:52:46:296,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1158,20171223-22:52:46:301,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1159,20171223-22:52:51:987,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1160,20171223-22:52:51:993,Step_LSC,30002312,onExtend:1514040772000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1161,20171223-22:52:52:287,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29410605,E33, getTodayTotalDetailSteps = <*>
1162,20171223-22:52:52:288,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29416607,E1,setTodayTotalDetailSteps= <*>
1163,20171223-22:52:52:301,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1164,20171223-22:52:52:306,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1165,20171223-22:52:55:718,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,E21,onReceive action: android.intent.action.SCREEN_OFF
1166,20171223-22:53:1:177,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1167,20171223-22:53:1:185,Step_LSC,30002312,onExtend:1514040776000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1168,20171223-22:53:1:185,Step_LSC,30002312,onExtend:1514040836000 0 0 0,E8,onExtend: <*> <*> <*> <*>
1169,20171223-22:53:1:211,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,E15,onReceive action: android.intent.action.SCREEN_ON
1170,20171223-22:53:1:213,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,E16,processHandleBroadcastAction action: android.intent.action.SCREEN_ON
1171,20171223-22:53:1:213,Step_StandStepCounter,30002312,flush sensor data,E18,flush sensor data
1172,20171223-22:53:1:214,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29416607,E33, getTodayTotalDetailSteps = <*>
1173,20171223-22:53:1:215,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29425533,E1,setTodayTotalDetailSteps= <*>
1174,20171223-22:53:1:218,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1175,20171223-22:53:1:219,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1176,20171223-22:53:1:226,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1177,20171223-22:53:1:227,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,E41,REPORT <*> <*> <*> <*> <*>
1178,20171223-22:53:1:315,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1179,20171223-22:53:1:320,Step_LSC,30002312,onExtend:1514040781000 0 0 0,E8,onExtend: <*> <*> <*> <*>
1180,20171223-22:53:1:320,Step_LSC,30002312,"timeStamp back,extendReportTimeStamp=1514040836000",E38,"timeStamp back, extendReportTimeStamp= <*>"
1181,20171223-22:53:1:325,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E17,processHandleBroadcastAction action: android.intent.action.TIME_TICK
1182,20171223-22:53:1:528,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040720000##7189##549659##8661##16256##29425533,E33, getTodayTotalDetailSteps = <*>
1183,20171223-22:53:1:529,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29425847,E1,setTodayTotalDetailSteps= <*>
1184,20171223-22:53:1:539,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1185,20171223-22:53:1:544,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1186,20171223-22:53:6:996,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1187,20171223-22:53:7:6,Step_LSC,30002312,onExtend:1514040786000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1188,20171223-22:53:7:299,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040720000##7189##549659##8661##16256##29425847,E33, getTodayTotalDetailSteps = <*>
1189,20171223-22:53:7:299,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29431618,E1,setTodayTotalDetailSteps= <*>
1190,20171223-22:53:7:309,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1191,20171223-22:53:7:314,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1192,20171223-22:53:11:351,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,E21,onReceive action: android.intent.action.SCREEN_OFF
1193,20171223-22:53:12:698,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1194,20171223-22:53:12:704,Step_LSC,30002312,onExtend:1514040793000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1195,20171223-22:53:12:714,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,E15,onReceive action: android.intent.action.SCREEN_ON
1196,20171223-22:53:12:716,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,E16,processHandleBroadcastAction action: android.intent.action.SCREEN_ON
1197,20171223-22:53:12:716,Step_StandStepCounter,30002312,flush sensor data,E18,flush sensor data
1198,20171223-22:53:12:718,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040720000##7189##549659##8661##16256##29431618,E33, getTodayTotalDetailSteps = <*>
1199,20171223-22:53:12:718,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29437037,E1,setTodayTotalDetailSteps= <*>
1200,20171223-22:53:12:720,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1201,20171223-22:53:12:731,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1202,20171223-22:53:12:737,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1203,20171223-22:53:12:737,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,E41,REPORT <*> <*> <*> <*> <*>
1204,20171223-22:53:12:818,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1205,20171223-22:53:12:820,Step_LSC,30002312,onExtend:1514040793000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1206,20171223-22:53:13:15,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1207,20171223-22:53:13:16,Step_LSC,30002312,onExtend:1514040793000 0 0 0,E8,onExtend: <*> <*> <*> <*>
1208,20171223-22:53:13:38,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040720000##7189##549659##8661##16256##29437037,E33, getTodayTotalDetailSteps = <*>
1209,20171223-22:53:13:39,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29437358,E1,setTodayTotalDetailSteps= <*>
1210,20171223-22:53:13:45,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1211,20171223-22:53:13:48,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1212,20171223-22:54:0:118,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E17,processHandleBroadcastAction action: android.intent.action.TIME_TICK
1213,20171223-22:54:55:20,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1214,20171223-22:54:55:29,Step_LSC,30002312,onExtend:1514040895000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1215,20171223-22:54:55:330,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040720000##7189##549659##8661##16256##29437358,E33, getTodayTotalDetailSteps = <*>
1216,20171223-22:54:55:331,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040780000##7189##549659##8661##16256##29539649,E1,setTodayTotalDetailSteps= <*>
1217,20171223-22:54:55:346,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1218,20171223-22:54:55:361,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1219,20171223-22:55:0:140,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E17,processHandleBroadcastAction action: android.intent.action.TIME_TICK
1220,20171223-22:55:20:126,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,E21,onReceive action: android.intent.action.SCREEN_OFF
1221,20171223-22:55:55:699,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1222,20171223-22:55:55:702,Step_LSC,30002312,onExtend:1514040956000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1223,20171223-22:55:55:730,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,E15,onReceive action: android.intent.action.SCREEN_ON
1224,20171223-22:55:55:733,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,E16,processHandleBroadcastAction action: android.intent.action.SCREEN_ON
1225,20171223-22:55:55:733,Step_StandStepCounter,30002312,flush sensor data,E18,flush sensor data
1226,20171223-22:55:55:734,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040780000##7189##549659##8661##16256##29539649,E33, getTodayTotalDetailSteps = <*>
1227,20171223-22:55:55:735,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040840000##7189##549659##8661##16256##29600053,E1,setTodayTotalDetailSteps= <*>
1228,20171223-22:55:55:735,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1229,20171223-22:55:55:746,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1230,20171223-22:55:55:748,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1231,20171223-22:55:55:748,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,E41,REPORT <*> <*> <*> <*> <*>
1232,20171223-22:55:55:834,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1233,20171223-22:55:55:835,Step_LSC,30002312,onExtend:1514040956000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1234,20171223-22:55:56:24,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1235,20171223-22:55:56:27,Step_LSC,30002312,onExtend:1514040956000 0 0 0,E8,onExtend: <*> <*> <*> <*>
1236,20171223-22:55:56:53,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040840000##7189##549659##8661##16256##29600053,E33, getTodayTotalDetailSteps = <*>
1237,20171223-22:55:56:53,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040840000##7189##549659##8661##16256##29600372,E1,setTodayTotalDetailSteps= <*>
1238,20171223-22:55:56:62,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1239,20171223-22:55:56:64,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1240,20171223-22:56:0:140,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E17,processHandleBroadcastAction action: android.intent.action.TIME_TICK
1241,20171223-22:56:6:185,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,E21,onReceive action: android.intent.action.SCREEN_OFF
1242,20171223-22:57:46:409,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E17,processHandleBroadcastAction action: android.intent.action.TIME_TICK
1243,20171223-22:59:36:579,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E17,processHandleBroadcastAction action: android.intent.action.TIME_TICK
1244,20171223-23:1:5:778,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E17,processHandleBroadcastAction action: android.intent.action.TIME_TICK
1245,20171223-23:2:31:995,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E17,processHandleBroadcastAction action: android.intent.action.TIME_TICK
1246,20171223-23:3:16:894,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E17,processHandleBroadcastAction action: android.intent.action.TIME_TICK
1247,20171223-23:5:7:189,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E17,processHandleBroadcastAction action: android.intent.action.TIME_TICK
1248,20171223-23:6:7:350,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E17,processHandleBroadcastAction action: android.intent.action.TIME_TICK
1249,20171223-23:7:6:75,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1250,20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514040966000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1251,20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041026000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1252,20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041086000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1253,20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041146000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1254,20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041206000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1255,20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041266000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1256,20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041326000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1257,20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041386000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1258,20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041446000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1259,20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041506000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1260,20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041566000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1261,20171223-23:7:6:86,Step_LSC,30002312,onExtend:1514041626000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1262,20171223-23:7:6:124,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,E15,onReceive action: android.intent.action.SCREEN_ON
1263,20171223-23:7:6:125,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,E16,processHandleBroadcastAction action: android.intent.action.SCREEN_ON
1264,20171223-23:7:6:125,Step_StandStepCounter,30002312,flush sensor data,E18,flush sensor data
1265,20171223-23:7:6:126,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1266,20171223-23:7:6:126,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040840000##7189##549659##8661##16256##29600372,E33, getTodayTotalDetailSteps = <*>
1267,20171223-23:7:6:126,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30270445,E1,setTodayTotalDetailSteps= <*>
1268,20171223-23:7:6:137,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1269,20171223-23:7:6:142,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1270,20171223-23:7:6:145,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,E41,REPORT <*> <*> <*> <*> <*>
1271,20171223-23:7:6:226,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1272,20171223-23:7:6:232,Step_LSC,30002312,onExtend:1514041627000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1273,20171223-23:7:6:309,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E17,processHandleBroadcastAction action: android.intent.action.TIME_TICK
1274,20171223-23:7:6:445,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514041560000##7189##549659##8661##16256##30270445,E33, getTodayTotalDetailSteps = <*>
1275,20171223-23:7:6:446,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30270764,E1,setTodayTotalDetailSteps= <*>
1276,20171223-23:7:6:453,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1277,20171223-23:7:6:455,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1278,20171223-23:7:7:71,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1279,20171223-23:7:7:71,Step_LSC,30002312,onExtend:1514041627000 0 0 0,E8,onExtend: <*> <*> <*> <*>
1280,20171223-23:7:7:373,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514041560000##7189##549659##8661##16256##30270764,E33, getTodayTotalDetailSteps = <*>
1281,20171223-23:7:7:374,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30271693,E1,setTodayTotalDetailSteps= <*>
1282,20171223-23:7:7:391,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1283,20171223-23:7:7:400,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1284,20171223-23:7:50:264,Step_LSC,30002312,getTodaySportData mStepsRecordManager=com.huawei.health.g.c@8a2a501,E29,getTodaySportData mStepsRecordManager= <*>
1285,20171223-23:7:50:266,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,E41,REPORT <*> <*> <*> <*> <*>
1286,20171223-23:7:50:266,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514041560000##7189##549659##8661##16256##30271693,E33, getTodayTotalDetailSteps = <*>
1287,20171223-23:7:50:267,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30314585,E1,setTodayTotalDetailSteps= <*>
1288,20171223-23:7:50:274,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1289,20171223-23:7:50:279,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1290,20171223-23:7:50:304,Step_LSC,30002312,getTodaySportData mStepsRecordManager=com.huawei.health.g.c@8a2a501,E29,getTodaySportData mStepsRecordManager= <*>
1291,20171223-23:7:51:222,Step_LSC,30002312,getTodaySportData mStepsRecordManager=com.huawei.health.g.c@8a2a501,E29,getTodaySportData mStepsRecordManager= <*>
1292,20171223-23:7:51:224,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,E41,REPORT <*> <*> <*> <*> <*>
1293,20171223-23:7:51:225,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514041560000##7189##549659##8661##16256##30314585,E33, getTodayTotalDetailSteps = <*>
1294,20171223-23:7:51:228,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30315546,E1,setTodayTotalDetailSteps= <*>
1295,20171223-23:7:51:235,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1296,20171223-23:7:51:238,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1297,20171223-23:7:51:314,Step_LSC,30002312,getTodaySportData mStepsRecordManager=com.huawei.health.g.c@8a2a501,E29,getTodaySportData mStepsRecordManager= <*>
1298,20171223-23:8:0:112,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,E17,processHandleBroadcastAction action: android.intent.action.TIME_TICK
1299,20171223-23:8:9:229,Step_LSC,30002312,getTodaySportData mStepsRecordManager=com.huawei.health.g.c@8a2a501,E29,getTodaySportData mStepsRecordManager= <*>
1300,20171223-23:8:9:233,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,E41,REPORT <*> <*> <*> <*> <*>
1301,20171223-23:8:9:235,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514041560000##7189##549659##8661##16256##30315546,E33, getTodayTotalDetailSteps = <*>
1302,20171223-23:8:9:235,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514041620000##7189##549659##8661##16256##30333554,E1,setTodayTotalDetailSteps= <*>
1303,20171223-23:8:9:248,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,E19,calculateCaloriesWithCache totalCalories= <*>
1304,20171223-23:8:9:253,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E20,calculateAltitudeWithCache totalAltitude= <*>
1305,20171223-23:8:9:293,Step_LSC,30002312,getTodaySportData mStepsRecordManager=com.huawei.health.g.c@8a2a501,E29,getTodaySportData mStepsRecordManager= <*>
1306,20171223-23:8:19:101,Step_LSC,30002312,onStandStepChanged 3761,E0,onStandStepChanged <*>
1307,20171223-23:8:19:116,Step_LSC,30002312,onExtend:1514041699000 0 0 5,E8,onExtend: <*> <*> <*> <*>
1308,20171223-23:8:19:403,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514041620000##7189##549659##8661##16256##30333554,E33, getTodayTotalDetailSteps = <*>
