LineId,Time,Program,Content,EventId,EventTemplate,variables
1220,07.26 15:09:29,chrome.exe *64,collector.githubapp.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['collector.githubapp.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1221,07.26 15:09:31,chrome.exe *64,clients1.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['clients1.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1222,07.26 15:10:38,SGTool.exe,config.pinyin.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['config.pinyin.sogou.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1223,07.26 15:11:08,SGTool.exe,"info.pinyin.sogou.com:80 close, 1020 bytes sent, 607 bytes received, lifetime 00:30",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['info.pinyin.sogou.com:80', '00:30'], '607', '1020']"
1224,07.26 15:11:10,SGTool.exe,"ping.pinyin.sogou.com:80 close, 1109 bytes (1.08 KB) sent, 332 bytes received, lifetime 00:32",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['ping.pinyin.sogou.com:80', '1.08', '00:32', 'KB'], '1109', '332']"
1225,07.26 15:11:31,chrome.exe *64,"api.github.com:443 close, 0 bytes sent, 0 bytes received, lifetime 02:02",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['api.github.com:443', '02:02'], '0', '0']"
1226,07.26 15:12:46,chrome.exe *64,"clients6.google.com:443 close, 4318 bytes (4.21 KB) sent, 1951 bytes (1.90 KB) received, lifetime 09:43",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['clients6.google.com:443', '4.21', '1.90', '09:43', 'KB', 'KB'], '4318', '1951']"
1227,07.26 15:13:17,chrome.exe *64,"www.google.com:443 close, 2564 bytes (2.50 KB) sent, 2035 bytes (1.98 KB) received, lifetime 04:37",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['www.google.com:443', '2.50', '1.98', '04:37', 'KB', 'KB'], '2035', '2564']"
1228,07.26 15:13:19,chrome.exe *64,apis.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['apis.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1229,07.26 15:13:19,chrome.exe *64,www.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['www.gstatic.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1230,07.26 15:13:31,chrome.exe *64,"www.google-analytics.com:443 close, 1770 bytes (1.72 KB) sent, 5146 bytes (5.02 KB) received, lifetime 04:02",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['www.google-analytics.com:443', '1.72', '5.02', '04:02', 'KB', 'KB'], '1770', '5146']"
1231,07.26 15:13:33,chrome.exe *64,www.google-analytics.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['www.google-analytics.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1232,07.26 15:13:33,chrome.exe *64,api.github.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['api.github.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1233,07.26 15:13:35,chrome.exe *64,"notifications.google.com:443 close, 470 bytes sent, 4794 bytes (4.68 KB) received, lifetime 00:10",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['notifications.google.com:443', '4.68', '00:10', 'KB'], '470', '4794']"
1234,07.26 15:13:42,chrome.exe *64,"notifications.google.com:443 close, 733 bytes sent, 229 bytes received, lifetime 00:13",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['notifications.google.com:443', '00:13'], '733', '229']"
1235,07.26 15:13:45,chrome.exe *64,"live.github.com:443 close, 1207 bytes (1.17 KB) sent, 452 bytes received, lifetime 00:01",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['live.github.com:443', '1.17', '00:01', 'KB'], '1207', '452']"
1236,07.26 15:14:03,chrome.exe *64,api.github.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['api.github.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1237,07.26 15:14:29,chrome.exe *64,github.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['github.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1238,07.26 15:17:19,chrome.exe *64,"www.googleapis.com:443 close, 1733 bytes (1.69 KB) sent, 1288 bytes (1.25 KB) received, lifetime 04:00",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['www.googleapis.com:443', '1.69', '1.25', '04:00', 'KB', 'KB'], '1733', '1288']"
1239,07.26 15:17:34,chrome.exe *64,"www.google.com.hk:443 close, 24256 bytes (23.6 KB) sent, 434160 bytes (423 KB) received, lifetime 08:56",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['www.google.com.hk:443', '23.6', '08:56', 'KB', 'KB'], '24256', '434160']"
1240,07.26 15:17:36,YodaoDict.exe,dict.youdao.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['dict.youdao.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1241,07.26 15:18:05,chrome.exe *64,"play.google.com:443 close, 33864 bytes (33.0 KB) sent, 22082 bytes (21.5 KB) received, lifetime 19:00",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['play.google.com:443', '33.0', '21.5', '19:00', 'KB', 'KB'], '33864', '22082']"
1242,07.26 15:20:09,chrome.exe *64,collector.githubapp.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['collector.githubapp.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1243,07.26 15:20:49,chrome.exe *64,www.gmail.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['www.gmail.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1244,07.26 15:20:54,chrome.exe *64,people-pa.clients6.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['people-pa.clients6.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1245,07.26 15:20:54,chrome.exe *64,11.client-channel.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['11.client-channel.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1246,07.26 15:21:06,chrome.exe *64,"lh6.googleusercontent.com:443 close, 471 bytes sent, 4693 bytes (4.58 KB) received, lifetime 00:13",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['lh6.googleusercontent.com:443', '4.58', '00:13', 'KB'], '471', '4693']"
1247,07.26 15:21:06,chrome.exe *64,"www.gmail.com:443 close, 459 bytes sent, 4187 bytes (4.08 KB) received, lifetime 00:17",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['www.gmail.com:443', '4.08', '00:17', 'KB'], '459', '4187']"
1248,07.26 15:21:06,chrome.exe *64,"lh6.googleusercontent.com:443 close, 471 bytes sent, 4694 bytes (4.58 KB) received, lifetime 00:13",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['lh6.googleusercontent.com:443', '4.58', '00:13', 'KB'], '471', '4694']"
1249,07.26 15:21:06,chrome.exe *64,"plus.google.com:443 close, 470 bytes sent, 4793 bytes (4.68 KB) received, lifetime 00:16",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['plus.google.com:443', '4.68', '00:16', 'KB'], '470', '4793']"
1250,07.26 15:21:06,chrome.exe *64,csi.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['csi.gstatic.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1251,07.26 15:21:30,Dropbox.exe,client-cf.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['client-cf.dropbox.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1252,07.26 15:22:58,Dropbox.exe,block-edge.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['block-edge.dropbox.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1253,07.26 15:23:40,chrome.exe *64,3.client-channel.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['3.client-channel.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1254,07.26 15:23:47,GitHub.exe,avatars.githubusercontent.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['avatars.githubusercontent.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1255,07.26 15:23:48,GitHub.exe,avatars3.githubusercontent.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['avatars3.githubusercontent.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1256,07.26 15:23:48,GitHub.exe,api.github.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['api.github.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1257,07.26 15:23:48,GitHub.exe,api.github.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['api.github.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1258,07.26 15:23:51,GitHub.exe,github-windows.s3.amazonaws.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['github-windows.s3.amazonaws.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1259,07.26 15:23:59,GitHub.exe,"api.github.com:443 close, 674 bytes sent, 2132 bytes (2.08 KB) received, lifetime 00:11",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['api.github.com:443', '2.08', '00:11', 'KB'], '674', '2132']"
1260,07.26 15:24:55,chrome.exe *64,"apis.google.com:443 close, 2498 bytes (2.43 KB) sent, 5835 bytes (5.69 KB) received, lifetime 04:02",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['apis.google.com:443', '2.43', '5.69', '04:02', 'KB', 'KB'], '2498', '5835']"
1261,07.26 15:25:08,chrome.exe *64,www.zhihu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['www.zhihu.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1262,07.26 15:25:08,chrome.exe *64,pic4.zhimg.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['pic4.zhimg.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1263,07.26 15:25:09,chrome.exe *64,clients1.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['clients1.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1264,07.26 15:25:19,chrome.exe *64,"pic4.zhimg.com:443 close, 330 bytes sent, 3763 bytes (3.67 KB) received, lifetime 00:11",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['pic4.zhimg.com:443', '3.67', '00:11', 'KB'], '330', '3763']"
1265,07.26 15:25:19,chrome.exe *64,"zhihu-web-analytics.zhihu.com:443 close, 343 bytes sent, 3122 bytes (3.04 KB) received, lifetime 00:11",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['zhihu-web-analytics.zhihu.com:443', '3.04', '00:11', 'KB'], '343', '3122']"
1266,07.26 15:25:19,chrome.exe *64,"content.googleapis.com:443 close, 2094 bytes (2.04 KB) sent, 623 bytes received, lifetime 04:00",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['content.googleapis.com:443', '2.04', '04:00', 'KB'], '2094', '623']"
1267,07.26 15:25:29,chrome.exe *64,"pubads.g.doubleclick.net:443 close, 476 bytes sent, 4417 bytes (4.31 KB) received, lifetime 00:14",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['pubads.g.doubleclick.net:443', '4.31', '00:14', 'KB'], '4417', '476']"
1268,07.26 15:25:32,WeChat.exe,"short.weixin.qq.com:80 close, 425 bytes sent, 161 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'short.weixin.qq.com:80'], '161', '425']"
1269,07.26 15:25:49,chrome.exe *64,www.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['www.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1270,07.26 15:25:55,chrome.exe *64,notifications.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['notifications.google.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1271,07.26 15:25:56,chrome.exe *64,avatars3.githubusercontent.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['avatars3.githubusercontent.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1272,07.26 15:25:56,chrome.exe *64,www.google-analytics.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['www.google-analytics.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1273,07.26 15:26:11,chrome.exe *64,user-images.githubusercontent.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['user-images.githubusercontent.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1274,07.26 15:26:14,chrome.exe *64,api.github.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['api.github.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1275,07.26 15:26:27,chrome.exe *64,"api.github.com:443 close, 328 bytes sent, 3642 bytes (3.55 KB) received, lifetime 00:16",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['api.github.com:443', '3.55', '00:16', 'KB'], '328', '3642']"
1276,07.26 15:29:09,chrome.exe *64,"clients1.google.com:443 close, 939 bytes sent, 5532 bytes (5.40 KB) received, lifetime 04:00",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['clients1.google.com:443', '5.40', '04:00', 'KB'], '939', '5532']"
1277,07.26 15:29:26,chrome.exe *64,"user-images.githubusercontent.com:443 close, 335 bytes sent, 4369 bytes (4.26 KB) received, lifetime 03:15",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['user-images.githubusercontent.com:443', '4.26', '03:15', 'KB'], '335', '4369']"
1278,07.26 15:29:26,chrome.exe *64,"user-images.githubusercontent.com:443 close, 335 bytes sent, 4369 bytes (4.26 KB) received, lifetime 03:15",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['user-images.githubusercontent.com:443', '4.26', '03:15', 'KB'], '335', '4369']"
1279,07.26 15:29:30,chrome.exe *64,lh6.googleusercontent.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['lh6.googleusercontent.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1280,07.26 15:29:30,chrome.exe *64,"clients6.google.com:443 close, 568 bytes sent, 156 bytes received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'clients6.google.com:443'], '568', '156']"
1281,07.26 15:29:31,chrome.exe *64,"12.client-channel.google.com:443 close, 474 bytes sent, 4042 bytes (3.94 KB) received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', '12.client-channel.google.com:443', '3.94', 'KB'], '474', '4042']"
1282,07.26 15:29:43,chrome.exe *64,"csi.gstatic.com:443 close, 733 bytes sent, 229 bytes received, lifetime 00:13",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['csi.gstatic.com:443', '00:13'], '733', '229']"
1283,07.26 15:29:43,chrome.exe *64,"lh6.googleusercontent.com:443 close, 471 bytes sent, 4693 bytes (4.58 KB) received, lifetime 00:12",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['lh6.googleusercontent.com:443', '4.58', '00:12', 'KB'], '471', '4693']"
1284,07.26 15:29:43,chrome.exe *64,csi.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['csi.gstatic.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1285,07.26 15:29:54,chrome.exe *64,"csi.gstatic.com:443 close, 0 bytes sent, 0 bytes received, lifetime 00:11",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['csi.gstatic.com:443', '00:11'], '0', '0']"
1286,07.26 15:29:57,chrome.exe *64,"fonts.gstatic.com:443 close, 463 bytes sent, 4786 bytes (4.67 KB) received, lifetime 00:23",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['fonts.gstatic.com:443', '4.67', '00:23', 'KB'], '463', '4786']"
1287,07.26 15:30:02,chrome.exe *64,tvax1.sinaimg.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['tvax1.sinaimg.cn:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1288,07.26 15:30:02,chrome.exe *64,tvax1.sinaimg.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['tvax1.sinaimg.cn:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1289,07.26 15:30:07,chrome.exe *64,js.t.sinajs.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['js.t.sinajs.cn:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1290,07.26 15:30:08,chrome.exe *64,dslb.cdn.krcom.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['dslb.cdn.krcom.cn:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1291,07.26 15:30:08,chrome.exe *64,wx3.sinaimg.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['wx3.sinaimg.cn:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1292,07.26 15:30:08,chrome.exe *64,wx1.sinaimg.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['wx1.sinaimg.cn:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1293,07.26 15:30:08,chrome.exe *64,wx2.sinaimg.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['wx2.sinaimg.cn:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1294,07.26 15:30:08,chrome.exe *64,tva1.sinaimg.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['tva1.sinaimg.cn:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1295,07.26 15:30:08,chrome.exe *64,mu1.sinaimg.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['mu1.sinaimg.cn:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1296,07.26 15:30:10,chrome.exe *64,s.weibo.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['s.weibo.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1297,07.26 15:30:11,chrome.exe *64,d0.sina.com.cn:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['d0.sina.com.cn:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1298,07.26 15:30:11,chrome.exe *64,api.weibo.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['api.weibo.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1299,07.26 15:30:11,chrome.exe *64,"www.zhihu.com:443 close, 1685 bytes (1.64 KB) sent, 10151 bytes (9.91 KB) received, lifetime 05:03",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['www.zhihu.com:443', '1.64', '9.91', '05:03', 'KB', 'KB'], '1685', '10151']"
1300,07.26 15:30:11,chrome.exe *64,"d0.sina.com.cn:443 close, 328 bytes sent, 3654 bytes (3.56 KB) received, lifetime <1 sec",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['<1 sec', 'd0.sina.com.cn:443', '3.56', 'KB'], '328', '3654']"
1301,07.26 15:30:12,chrome.exe *64,"contentrecommend-out.uve.weibo.com:443 close, 0 bytes sent, 0 bytes received, lifetime 00:10",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['contentrecommend-out.uve.weibo.com:443', '00:10'], '0', '0']"
1302,07.26 15:30:14,chrome.exe *64,strip.alicdn.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['strip.alicdn.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1303,07.26 15:30:15,chrome.exe *64,strip.alicdn.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['strip.alicdn.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1304,07.26 15:30:15,chrome.exe *64,show.re.taobao.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['show.re.taobao.com:443', 'proxy.cse.cuhk.edu.hk:5070']]"
1305,07.26 15:30:18,chrome.exe *64,"tvax1.sinaimg.cn:80 close, 909 bytes sent, 3467 bytes (3.38 KB) received, lifetime 00:16",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['tvax1.sinaimg.cn:80', '3.38', '00:16', 'KB'], '909', '3467']"
1306,07.26 15:30:20,chrome.exe *64,"rs.sinajs.cn:80 close, 1187 bytes (1.15 KB) sent, 472 bytes received, lifetime 00:12",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['rs.sinajs.cn:80', '1.15', '00:12', 'KB'], '472', '1187']"
1307,07.26 15:30:26,chrome.exe *64,gtms03.alicdn.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['gtms03.alicdn.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1308,07.26 15:30:32,chrome.exe *64,"news.sina.com.cn:80 close, 0 bytes sent, 0 bytes received, lifetime 00:21",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['news.sina.com.cn:80', '00:21'], '0', '0']"
1309,07.26 15:30:40,chrome.exe *64,"m.simba.taobao.com:443 close, 0 bytes sent, 0 bytes received, lifetime 00:26",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['m.simba.taobao.com:443', '00:26'], '0', '0']"
1310,07.26 15:30:41,chrome.exe *64,rm.api.weibo.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['rm.api.weibo.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1311,07.26 15:30:44,chrome.exe *64,"strip.alicdn.com:443 close, 330 bytes sent, 3332 bytes (3.25 KB) received, lifetime 00:30",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['strip.alicdn.com:443', '3.25', '00:30', 'KB'], '330', '3332']"
1312,07.26 15:31:07,chrome.exe *64,"dslb.cdn.krcom.cn:80 close, 446 bytes sent, 195160 bytes (190 KB) received, lifetime 00:59",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['dslb.cdn.krcom.cn:80', '00:59', 'KB'], '446', '195160']"
1313,07.26 15:32:15,chrome.exe *64,"strip.alicdn.com:80 close, 1596 bytes (1.55 KB) sent, 29034 bytes (28.3 KB) received, lifetime 02:00",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['strip.alicdn.com:80', '1.55', '28.3', '02:00', 'KB', 'KB'], '1596', '29034']"
1314,07.26 15:32:23,chrome.exe *64,"gtms03.alicdn.com:80 close, 399 bytes sent, 498 bytes received, lifetime 02:06",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['gtms03.alicdn.com:80', '02:06'], '399', '498']"
1315,07.26 15:32:47,chrome.exe *64,"rm.api.weibo.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:05",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['rm.api.weibo.com:80', '00:05'], '0', '0']"
1316,07.26 15:32:55,chrome.exe *64,www.weibo.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['www.weibo.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
1317,07.26 15:33:02,chrome.exe *64,"www.weibo.com:80 close, 11058 bytes (10.7 KB) sent, 451 bytes received, lifetime 00:07",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['www.weibo.com:80', '10.7', '00:07', 'KB'], '11058', '451']"
1318,07.26 15:33:20,chrome.exe *64,"www.weibo.com:80 close, 2741 bytes (2.67 KB) sent, 4016 bytes (3.92 KB) received, lifetime 00:08",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['www.weibo.com:80', '2.67', '3.92', '00:08', 'KB', 'KB'], '2741', '4016']"
1319,07.26 15:33:29,chrome.exe *64,"www.google.com:443 close, 2285 bytes (2.23 KB) sent, 1184 bytes (1.15 KB) received, lifetime 04:03",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['www.google.com:443', '2.23', '1.15', '04:03', 'KB', 'KB'], '2285', '1184']"
1320,07.26 15:33:31,chrome.exe *64,"people-pa.clients6.google.com:443 close, 4301 bytes (4.20 KB) sent, 15401 bytes (15.0 KB) received, lifetime 04:01",E2,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","[['people-pa.clients6.google.com:443', '4.20', '15.0', '04:01', 'KB', 'KB'], '4301', '15401']"
1321,07.26 15:33:41,chrome.exe *64,rm.api.weibo.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E0,<*> open through proxy <*> HTTPS,"[['rm.api.weibo.com:80', 'proxy.cse.cuhk.edu.hk:5070']]"
